0|0|0|200|200|200|"Moist"|"249308958"|"157612405"
0|0|0|0|15|30|"Moist"|"249309160"|"157612624"
0|15|30|200|200|200|"Wet"|"249309160"|"157612625"
0|0|0|0|15|30|"Moist"|"249309161"|"157612626"
0|15|30|200|200|200|"Wet"|"249309161"|"157612627"
0|0|0|0|15|30|"Moist"|"249309162"|"157612628"
0|15|30|200|200|200|"Wet"|"249309162"|"157612629"
0|0|0|0|15|30|"Moist"|"249309170"|"157612632"
0|15|30|200|200|200|"Wet"|"249309170"|"157612633"
0|0|0|0|15|30|"Moist"|"249309171"|"157612634"
0|15|30|200|200|200|"Wet"|"249309171"|"157612635"
0|0|0|0|15|30|"Moist"|"249309163"|"157612630"
0|15|30|200|200|200|"Wet"|"249309163"|"157612631"
0|0|0|46|61|76|"Moist"|"249309173"|"157612638"
46|61|76|200|200|200|"Wet"|"249309173"|"157612639"
0|0|0|46|61|76|"Moist"|"249309175"|"157612642"
46|61|76|200|200|200|"Wet"|"249309175"|"157612643"
0|0|0|200|200|200|"Moist"|"249309180"|"157612648"
0|0|0|200|200|200|"Moist"|"249309182"|"157612650"
0|0|0|200|200|200|"Moist"|"249309178"|"157612646"
0|0|0|200|200|200|"Moist"|"249309179"|"157612647"
0|0|0|200|200|200|"Moist"|"249309176"|"157612644"
0|0|0|200|200|200|"Moist"|"249309177"|"157612645"
0|0|0|46|61|76|"Moist"|"249309172"|"157612636"
46|61|76|200|200|200|"Wet"|"249309172"|"157612637"
0|0|0|46|61|76|"Moist"|"249309174"|"157612640"
46|61|76|200|200|200|"Wet"|"249309174"|"157612641"
0|0|0|200|200|200|"Moist"|"249309181"|"157612649"
0|0|0|46|61|76|"Moist"|"249309183"|"157612651"
46|61|76|200|200|200|"Wet"|"249309183"|"157612652"
0|0|0|122|153|200|"Moist"|"249308968"|"157612415"
122|153|200|200|200|200|"Wet"|"249308968"|"157612416"
0|0|0|200|200|200|"Moist"|"249308972"|"157612422"
0|0|0|122|153|200|"Moist"|"249308969"|"157612417"
122|153|200|200|200|200|"Wet"|"249308969"|"157612418"
0|0|0|122|153|200|"Moist"|"249308970"|"157612419"
122|153|200|200|200|200|"Wet"|"249308970"|"157612420"
0|0|0|200|200|200|"Moist"|"249308973"|"157612423"
0|0|0|200|200|200|"Moist"|"249308977"|"157612427"
0|0|0|200|200|200|"Moist"|"249308974"|"157612424"
0|0|0|200|200|200|"Moist"|"249308976"|"157612426"
0|0|0|200|200|200|"Moist"|"249308978"|"157612428"
0|0|0|200|200|200|"Moist"|"249308975"|"157612425"
0|0|0|122|153|200|"Moist"|"249308979"|"157612429"
122|153|200|200|200|200|"Wet"|"249308979"|"157612430"
0|0|0|200|200|200|"Moist"|"249308971"|"157612421"
0|0|0|200|200|200|"Moist"|"249308868"|"157612315"
0|0|0|200|200|200|"Moist"|"249308863"|"157612310"
0|0|0|200|200|200|"Moist"|"249308860"|"157612307"
0|0|0|200|200|200|"Moist"|"249308866"|"157612313"
0|0|0|200|200|200|"Moist"|"249308870"|"157612317"
0|0|0|200|200|200|"Moist"|"249308865"|"157612312"
0|0|0|200|200|200|"Moist"|"249308871"|"157612318"
0|0|0|200|200|200|"Moist"|"249308861"|"157612308"
0|0|0|200|200|200|"Moist"|"249308869"|"157612316"
0|0|0|200|200|200|"Moist"|"249308867"|"157612314"
0|0|0|200|200|200|"Moist"|"249308864"|"157612311"
0|0|0|200|200|200|"Moist"|"249308862"|"157612309"
